Programnamn;Programkod;Personnummer;Namn;Medelbetyg;Kurs;Kurskod;Poang;Obligatorisk;Betyg
Kognitionsvetenskap;LIU50004;9846978427;Milzie Swisher;20.00;Kommunikation och kognition;HKGXB2;5;1;G
Kognitionsvetenskap;LIU50004;9846978427;Milzie Swisher;20.00;Anvandbara system;HKGB11;5;1;G
Kognitionsvetenskap;LIU50004;9846978427;Milzie Swisher;20.00;Utveckling och individuella skillnader;HKGC12;5;0;G
Kognitionsvetenskap;LIU50004;9846978427;Milzie Swisher;20.00;Sprakteknologiska system;HKGD32;5;0;G
Kognitionsvetenskap;LIU50004;9846978427;Milzie Swisher;20.00;Lingvistisk fardjupning II;HKGD26;5;0;G
Kognitionsvetenskap;LIU50004;9846978427;Milzie Swisher;20.00;Kognitiva systems beteende i komplexa miljaer del II;HKGD36;5;0;G
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Introduktion till kognitionsvetenskap;HKGAB0;5;1;VG
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Lokalisering, aversattning och terminologi;HKGDB7;5;0;U
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Kognitionspsykologisk labbkurs;HKGAB7;5;1;G
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Kommunikationsanalys;HKGB10;5;0;U
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Sprakvetenskaplig databehandling;HKGAB9;5;1;G
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Kognitiva systems beteende i komplexa miljaer del I;HKGD35;5;0;U
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Programmering;HKGAB1;5;1;U
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Manniska Teknik Organisation;HKGC21;5;0;G
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Sprakteknologi;HKGC17;5;0;U
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Perspektiv pa kognitionsvetenskap;HKGD34;5;0;U
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Kognitiv lingvistik;HKGCB2;5;0;G
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Neurala nat i kognitiv neurovetenskap;HKGC19;5;0;U
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Sprak, kultur och kognition;HKGCB4;5;0;G
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Programmering tillampning och datastrukturer;HKGBB7;5;0;G
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Kommunikation och kognition;HKGXB2;5;1;G
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Kognitionsvetenskaplig fardjupning;HKGD33;5;0;G
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Anvandbara system;HKGB11;5;1;VG
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Kognitiv psykologi;HKGAB6;5;1;U
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Interaktionsdesign Teorier och metoder;HKGD37;5;0;U
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Lingvistisk fardjupning II;HKGD26;5;0;G
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Interaktionsdesign Studio;HKGD38;10;0;U
Kognitionsvetenskap;LIU50004;4937067096;Lucine Ruppert;14.91;Kognitiva systems beteende i komplexa miljaer del II;HKGD36;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Introduktion till kognitionsvetenskap;HKGAB0;5;1;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Lingvistik;HKGAB8;5;1;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Empirisk metod;HKGAB3;5;1;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Semiotik;HKGD24;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Kognitiva systems beteende i komplexa miljaer del I;HKGD35;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Sprakvetenskaplig databehandling;HKGAB9;5;1;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Lingvistisk fardjupning I;HKGD25;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Kognitiv neuropsykologi;HKGB14;5;1;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Kvasiexperiment och statistisk analys;HKGD27;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Sprakteknologi;HKGC17;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Anvandbarhetsorienterad systemutveckling;HKGC10;5;0;U
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Databaser design och programmering;HKGC11;5;0;U
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Neurala nat i kognitiv neurovetenskap;HKGC19;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Kognition och handikapp;HKGC20;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Programmering tillampning och datastrukturer;HKGBB7;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Artificiell intelligens;HKGBB0;10;1;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Anvandbara system;HKGB11;5;1;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Kognitionsvetenskaplig fardjupning;HKGD33;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Interaktionsdesign Teorier och metoder;HKGD37;5;0;G
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Lingvistisk fardjupning II;HKGD26;5;0;VG
Kognitionsvetenskap;LIU50004;1969207530;Caritta Jeter;15.95;Interaktionsdesign Studio;HKGD38;10;0;G
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Gruppsykologi och interpersonell kommunikation;HKGBB3;5;0;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Lingvistik;HKGAB8;5;1;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Kognitiv modellering;HKGC13;5;0;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Kommunikationsanalys;HKGB10;5;0;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Lingvistisk fardjupning I;HKGD25;5;0;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Kognitiv neuropsykologi;HKGB14;5;1;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Kvasiexperiment och statistisk analys;HKGD27;5;0;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Manniska Teknik Organisation;HKGC21;5;0;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Anvandbarhetsorienterad systemutveckling;HKGC10;5;0;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Neurala nat i kognitiv neurovetenskap;HKGC19;5;0;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Tillampad kognitionsvetenskap;HKGBB5;10;1;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Kognitiv psykologi;HKGAB6;5;1;U
Kognitionsvetenskap;LIU50004;1497925866;Adara Shealy;7.17;Interaktionsdesign Studio;HKGD38;10;0;U
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Lokalisering, aversattning och terminologi;HKGDB7;5;0;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Medvetandefilosofi;HKGB12;5;1;U
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Kognitionspsykologisk labbkurs;HKGAB7;5;1;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Empirisk metod;HKGAB3;5;1;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Semiotik;HKGD24;5;0;U
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Manniska Teknik Organisation;HKGC21;5;0;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Perspektiv pa kognitionsvetenskap;HKGD34;5;0;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Kognition och handikapp;HKGC20;5;0;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Sprak, kultur och kognition;HKGCB4;5;0;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Kommunikation och kognition;HKGXB2;5;1;U
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Anvandbara system;HKGB11;5;1;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Kognitionsvetenskaplig fardjupning;HKGD33;5;0;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Kognitiv psykologi;HKGAB6;5;1;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Utveckling och individuella skillnader;HKGC12;5;0;VG
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Lingvistisk fardjupning II;HKGD26;5;0;G
Kognitionsvetenskap;LIU50004;4687404311;Bettye Herve;15.32;Kognitiva systems beteende i komplexa miljaer del II;HKGD36;5;0;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Medvetandefilosofi;HKGB12;5;1;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Empirisk metod;HKGAB3;5;1;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Semiotik;HKGD24;5;0;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Kommunikationsanalys;HKGB10;5;0;VG
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Sprakvetenskaplig databehandling;HKGAB9;5;1;U
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Lingvistisk fardjupning I;HKGD25;5;0;U
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Programmering;HKGAB1;5;1;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Kognitiv neuropsykologi;HKGB14;5;1;U
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Formella och matematiska grunder far Kognitionsvetenskap;HKGB13;5;0;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Sprakteknologi;HKGC17;5;0;U
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Manniska Teknik Organisation;HKGC21;5;0;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Anvandbarhetsorienterad systemutveckling;HKGC10;5;0;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Kognitiv lingvistik;HKGCB2;5;0;U
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Sprak, kultur och kognition;HKGCB4;5;0;U
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Tillampad kognitionsvetenskap;HKGBB5;10;1;U
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Programmering tillampning och datastrukturer;HKGBB7;5;0;U
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Artificiell intelligens;HKGBB0;10;1;VG
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Kommunikation och kognition;HKGXB2;5;1;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Sprakteknologiska system;HKGD32;5;0;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Kognitiv psykologi;HKGAB6;5;1;U
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Lingvistisk fardjupning II;HKGD26;5;0;G
Kognitionsvetenskap;LIU50004;8793175032;Alyssa Honbarrier;12.87;Kognitiva systems beteende i komplexa miljaer del II;HKGD36;5;0;U
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Introduktion till kognitionsvetenskap;HKGAB0;5;1;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Lokalisering, aversattning och terminologi;HKGDB7;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Gruppsykologi och interpersonell kommunikation;HKGBB3;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Kognitionspsykologisk labbkurs;HKGAB7;5;1;VG
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Empirisk metod;HKGAB3;5;1;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Kognitiv modellering;HKGC13;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Sprakvetenskaplig databehandling;HKGAB9;5;1;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Lingvistisk fardjupning I;HKGD25;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Programmering;HKGAB1;5;1;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Kognitiv neuropsykologi;HKGB14;5;1;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Formella och matematiska grunder far Kognitionsvetenskap;HKGB13;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Kvasiexperiment och statistisk analys;HKGD27;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Anvandbarhetsorienterad systemutveckling;HKGC10;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Perspektiv pa kognitionsvetenskap;HKGD34;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Databaser design och programmering;HKGC11;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Neurala nat i kognitiv neurovetenskap;HKGC19;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Sprak, kultur och kognition;HKGCB4;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Tillampad kognitionsvetenskap;HKGBB5;10;1;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Artificiell intelligens;HKGBB0;10;1;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Anvandbara system;HKGB11;5;1;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Kognitionsvetenskaplig fardjupning;HKGD33;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Utveckling och individuella skillnader;HKGC12;5;0;G
Kognitionsvetenskap;LIU50004;8507759602;Keslie Cockburn;17.69;Interaktionsdesign Studio;HKGD38;10;0;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Introduktion till kognitionsvetenskap;HKGAB0;5;1;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Lokalisering, aversattning och terminologi;HKGDB7;5;0;VG
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Gruppsykologi och interpersonell kommunikation;HKGBB3;5;0;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Medvetandefilosofi;HKGB12;5;1;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Empirisk metod;HKGAB3;5;1;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Kognitionspsykologisk labbkurs;HKGAB7;5;1;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Semiotik;HKGD24;5;0;VG
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Kognitiva systems beteende i komplexa miljaer del I;HKGD35;5;0;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Kognitiv neuropsykologi;HKGB14;5;1;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Kvasiexperiment och statistisk analys;HKGD27;5;0;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Formella och matematiska grunder far Kognitionsvetenskap;HKGB13;5;0;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Anvandbarhetsorienterad systemutveckling;HKGC10;5;0;VG
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Tillampad kognitionsvetenskap;HKGBB5;10;1;VG
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Programmering tillampning och datastrukturer;HKGBB7;5;0;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Kognitionsvetenskaplig fardjupning;HKGD33;5;0;VG
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Logik och diskret matematik;HKGAB4;5;1;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Kognitiv psykologi;HKGAB6;5;1;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Sprakteknologiska system;HKGD32;5;0;G
Kognitionsvetenskap;LIU50004;7972045672;Drusy Gingras;20.00;Lingvistisk fardjupning II;HKGD26;5;0;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Medvetandefilosofi;HKGB12;5;1;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Kognitionspsykologisk labbkurs;HKGAB7;5;1;U
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Empirisk metod;HKGAB3;5;1;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Kognitiv modellering;HKGC13;5;0;U
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Kognitiva systems beteende i komplexa miljaer del I;HKGD35;5;0;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Programmering;HKGAB1;5;1;U
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Kvasiexperiment och statistisk analys;HKGD27;5;0;U
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Formella och matematiska grunder far Kognitionsvetenskap;HKGB13;5;0;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Manniska Teknik Organisation;HKGC21;5;0;U
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Sprakteknologi;HKGC17;5;0;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Anvandbarhetsorienterad systemutveckling;HKGC10;5;0;U
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Kognitiv lingvistik;HKGCB2;5;0;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Sprak, kultur och kognition;HKGCB4;5;0;U
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Kommunikation och kognition;HKGXB2;5;1;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Artificiell intelligens;HKGBB0;10;1;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Kognitionsvetenskaplig fardjupning;HKGD33;5;0;U
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Kognitiv psykologi;HKGAB6;5;1;U
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Utveckling och individuella skillnader;HKGC12;5;0;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Sprakteknologiska system;HKGD32;5;0;G
Kognitionsvetenskap;LIU50004;4681001199;Jordain Northam;12.50;Interaktionsdesign Studio;HKGD38;10;0;G
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Lingvistik;HKGAB8;5;1;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Medvetandefilosofi;HKGB12;5;1;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Semiotik;HKGD24;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Formella och matematiska grunder far Kognitionsvetenskap;HKGB13;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Kvasiexperiment och statistisk analys;HKGD27;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Kognitiv lingvistik;HKGCB2;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Tillampad kognitionsvetenskap;HKGBB5;10;1;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Anvandbara system;HKGB11;5;1;VG
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Utveckling och individuella skillnader;HKGC12;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Interaktionsdesign Studio;HKGD38;10;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Introduktion till kognitionsvetenskap;HKGAB0;5;1;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Kognitionspsykologisk labbkurs;HKGAB7;5;1;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Kognitiv modellering;HKGC13;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Kognitiva systems beteende i komplexa miljaer del I;HKGD35;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Lingvistisk fardjupning I;HKGD25;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Kognitiv neuropsykologi;HKGB14;5;1;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Sprakteknologi;HKGC17;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Manniska Teknik Organisation;HKGC21;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Perspektiv pa kognitionsvetenskap;HKGD34;5;0;G
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Databaser design och programmering;HKGC11;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Neurala nat i kognitiv neurovetenskap;HKGC19;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Artificiell intelligens;HKGBB0;10;1;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Logik och diskret matematik;HKGAB4;5;1;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Sprakteknologiska system;HKGD32;5;0;U
Kognitionsvetenskap;LIU50004;5163747342;Elaine Itas;10.09;Kognitiva systems beteende i komplexa miljaer del II;HKGD36;5;0;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Introduktion till kognitionsvetenskap;HKGAB0;5;1;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Lokalisering, aversattning och terminologi;HKGDB7;5;0;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Gruppsykologi och interpersonell kommunikation;HKGBB3;5;0;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Medvetandefilosofi;HKGB12;5;1;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Kognitionspsykologisk labbkurs;HKGAB7;5;1;G
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Kognitiv modellering;HKGC13;5;0;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Lingvistisk fardjupning I;HKGD25;5;0;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Formella och matematiska grunder far Kognitionsvetenskap;HKGB13;5;0;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Kvasiexperiment och statistisk analys;HKGD27;5;0;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Manniska Teknik Organisation;HKGC21;5;0;G
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Anvandbarhetsorienterad systemutveckling;HKGC10;5;0;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Kognitiv lingvistik;HKGCB2;5;0;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Neurala nat i kognitiv neurovetenskap;HKGC19;5;0;G
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Kognition och handikapp;HKGC20;5;0;G
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Programmering tillampning och datastrukturer;HKGBB7;5;0;G
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Anvandbara system;HKGB11;5;1;G
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Artificiell intelligens;HKGBB0;10;1;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Kommunikation och kognition;HKGXB2;5;1;G
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Logik och diskret matematik;HKGAB4;5;1;G
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Interaktionsdesign Teorier och metoder;HKGD37;5;0;U
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Utveckling och individuella skillnader;HKGC12;5;0;G
Kognitionsvetenskap;LIU50004;9849642594;Almire Pazos;11.97;Interaktionsdesign Studio;HKGD38;10;0;G
